alpha,alpha_prime,beta,T,error_alpha,error_beta,GoF_alpha,GoF_beta
0.0007026226058790586,8.861145096001833e-05,4.134876768431874,69,0.0042895201770180025,0.05210047645482996,0.886624544748952,0.9426894758996871
0.016291730092297226,0.006356722788614017,0.024479285618837592,nan,0.04857246690193226,0.007472748402465444,0.8731889709047655,0.8505450319506911
1.446297432106394e-05,5.678341825017476e-06,0.005854489261002293,nan,8.700235713857578e-06,0.0014508973076415646,0.9729992684742313,0.9709820538471687
1.4527105326803212e-08,0.0004460217006854485,0.047712796134339125,nan,-0.003647995610418945,-0.005547506423796977,0.6962792645453963,0.9918636572450977
1.9182464608048347e-06,0.0025139459088615295,0.055390666954093365,nan,0.023911058066205415,0.057420918350209016,0.749813187645352,0.8947283163579501
3.586503518310384e-05,0.000344578824564349,0.20096502016203324,nan,0.0004990797073892994,0.0021462133249136595,0.9674713842487407,0.9932547581216999
2.2753597424286796e-05,0.002162120710371627,0.46932408664544495,nan,0.00011886747897821293,-0.009906917374162383,0.9984942852776416,0.9782047817768428
1.68626968889013e-09,0.00022296231751769185,0.8620015504369707,nan,0.0005709608706779834,0.007462722818237233,0.8707408028881809,0.9903423587058107
0.005041692095006341,5.5807688622560155e-05,0.5842935603097357,nan,-0.03052731494437466,-0.0059045161098285615,0.8751383724574774,0.9918812903489858
6.58761306980946e-05,0.0014648692474280667,0.47224030053109495,nan,0.005263997779221541,0.003369891414735926,0.9094592381973892,0.9917624876528678
9.27671511581536e-06,8.286779658991716e-05,0.3024622250656456,nan,0.0001277350964568047,0.0025416687063848364,0.9652560537637479,0.9920118983513619
0.001765192506133283,0.0007238757094812469,0.08341007842669008,nan,0.0002864925742954716,-0.0008473705957167399,0.9929838553233762,0.9830525880856652
5.3083772237763136e-05,0.0001102411353346038,0.41809380538436663,nan,0.00019138936797825565,0.001981465040179542,0.9620962115643061,0.99128155382321
0.0013021573665103038,0.0017217200910670698,0.24019619592846284,nan,0.0067344358449751285,0.002449234123675287,0.9265887535679073,0.9820389497597145
0.0019946361723526514,0.0024563361853083073,0.2282002631108057,nan,0.0019407690017927137,-0.0009787421397567664,0.984579793872464,0.9928225576417837
0.0006726855897069109,0.0010782278216777815,0.2989595836352625,nan,0.0025115098055419963,-0.0011884819222606757,0.9519520869966901,0.9934633494275663
9.839222993049465e-05,1.592951023224046e-06,0.844538620918236,nan,0.0002956977311977804,0.01323252163270694,0.8983539049007625,0.9708884524080448
0.005460290347613906,0.0063722716654144316,0.33746142283214187,nan,0.02023829760717244,-0.0002676030149889874,0.9317951455077431,0.9985281834175606
0.0006712223574071328,0.003291201098865423,0.6635924379971525,nan,0.0019585004288757146,-0.000556998554344712,0.9844846069920236,0.9984682539755521
6.060854639571334e-08,0.006622703147247227,1.6828415844219085,nan,-0.024125628358063478,-0.02052888145527254,0.7191315847515694,0.9774182303992002
0.00041112732283638605,0.0035301489352653603,0.5525513043795474,nan,-0.002381824552865619,-0.0019479484187742147,0.9831719584541161,0.9946431418483709
2.3568089462776487e-05,0.00024392885755579024,0.8011967093444233,nan,0.0009843855545224427,0.01200559075267621,0.8975652920936731,0.970653000382347
2.498139548540885e-06,0.0001326745011220114,0.8408769516635439,nan,-0.00013023957700514233,-0.006209338735095993,0.9670211215325523,0.9886162123189907
0.0033042464615962892,0.006966418402765545,0.4911328063714438,nan,0.013958016701362763,-0.003766300387557764,0.9560702011606088,0.9834282782947459
0.001015200895518146,0.005951481113794536,0.5981170841917577,nan,-0.010151963201572523,0.0018955081246254113,0.9599509708561819,0.9940426887511773
7.232673891077409e-06,0.0021549314317081732,0.127931204285653,nan,-0.010197497711706582,-0.006688146020575381,0.8732866849051943,0.9852860787547342
0.0005866960466730782,1.04637186171423e-05,0.16030325555623753,nan,-0.0011148095846773218,-0.005768776012292198,0.9571155680165763,0.9915391285153048
3.065614905164263e-05,0.0044683352305922444,0.11367010467440997,nan,-0.0011529615766545792,-0.0014334494499972927,0.9935186913494429,0.9964960124555622
9.265727948201287e-06,0.00011221244533661985,0.07590511217683851,nan,-0.00020207539612262203,0.000876704385989191,0.9624619264151874,0.9967854172513729
4.029500026220908e-06,0.005684214953891574,0.19840955586683523,nan,-0.014023939890366793,0.018745363566245843,0.9364681792154318,0.9587602001542591
1.0198738300659583e-05,0.0011611424972043146,0.19065174365141319,nan,0.0024418652447938394,0.008811576837313928,0.9392050676446824,0.9823768463253721
0.005586952701564114,0.009710085338825825,0.07719854569355289,nan,-0.015848866763250036,-4.5409975544752346e-05,0.9692377417052501,0.9996669935126719
0.0011167362355531771,0.0012740682794525184,0.05980468205711087,nan,-0.0002633821052585028,0.005754526752488748,0.9963503634375265,0.9367002057226238
0.001312553334887156,0.0007716925847214203,0.018932388862913988,nan,0.0025263213130219606,0.005010691110442576,0.9458388379473213,0.8997861777911484
0.0005672189154272557,0.0028936432716159736,0.041962263312733075,nan,0.020917413769356102,0.017359347223791455,0.8626458923907773,0.9236188722153176
0.0048318795161567014,0.0020276357876666635,0.01330294663657743,nan,0.002327947425530441,0.0026832700031630408,0.9800071117604081,0.9463345999367392
1.7613826335842723e-08,0.0005438587936238639,0.09829049935067495,nan,0.002530869153147264,0.025304970629940526,0.8506787199643115,0.9571762035493314
0.002572804493399075,3.5613895308588692e-06,0.13116024349317598,nan,-0.00550504792926898,0.004997072478559739,0.9358479483843382,0.9900058550428805
5.360979217314304e-06,0.001984641160252799,0.040070891043390046,nan,0.0058238989519037165,0.018374870839791335,0.9342658933167536,0.9494691051905738
0.005119137945389269,5.598178777130447e-07,0.02862467413290577,nan,-0.0005928201330919758,-0.0008987074650058102,0.9906842550514118,0.995057108942468
2.7632022527139e-05,0.001254686604802036,0.04761130990310861,nan,-8.169515665945593e-05,-0.007138221814907197,0.9984488261393775,0.9803698900090052
0.007218027419339612,0.008789162299179955,0.028975526644176137,nan,0.045919822197956706,0.010268592371757257,0.9116353105688337,0.8870454839106702
0.0012684689956548323,0.009575262473525574,0.05927638486168731,nan,0.08143927399221645,0.02964832561456987,0.8346325545608851,0.8912894727465771
0.00011775897995561356,0.00043650655264514284,0.06646972228855746,nan,-0.0003107485710849289,-0.001977088549951267,0.9863270628722631,0.989126012975268
0.007105838090512489,0.008740098798615202,0.043228090845920664,nan,-0.006454652599487298,0.0021753628353908816,0.9870691433733143,0.9760710088107003
1.0871770602525979e-06,0.00034859122032595294,0.16120146759315981,nan,0.00027457523584573096,0.007399083093473646,0.9774238139415732,0.9852018338130527
8.420846559815144e-10,0.0012017949086367008,0.10350307057685426,nan,-0.011898050116670167,0.0008760844329741557,0.6587872621125505,0.9987150761649712
0.002329016031000822,5.199918100507689e-05,0.13719662946155578,nan,-0.010094606895492908,-0.05543887990745011,0.9181235564060823,0.9416432843079472
0.004666249370468446,2.4727696028595723e-06,0.06738522572280665,nan,0.03152147325791721,0.13733961796823124,0.7675975161355238,0.7482107003915761
0.0012496041226406132,4.305526859931838e-06,0.1646639294123203,nan,-0.0008791999363133712,-0.014992598397519596,0.9688497491834018,0.952880405036367
0.0004799999216429538,4.081316274977161e-06,0.19474734773756103,nan,-0.000552334375401059,0.0014250867642302545,0.9621112090045005,0.9968648091186935
3.155817992626689e-05,8.579064060823256e-07,0.1609729600590038,nan,0.000313913194498347,0.05000131387495882,0.6860868055016534,0.8999973722500824
0.0007048641603803333,4.416467955266583e-06,0.05845543848933685,nan,0.002546692683894708,0.01564366527540295,0.8989407665121147,0.9713199469950946
1.005529095755829e-08,0.001067917330297267,0.06538783723009503,nan,-0.0018685485488487141,-0.013466963904145923,0.9396024711483242,0.9772097533929838
0.00019149399373765953,0.0064264899635456275,0.15352349642716492,nan,0.05004942319377481,0.03207787333351664,0.8310567993459078,0.9117858483328293
0.00033867581815598397,7.234927087705244e-07,0.32102766090131074,nan,0.0005550153102089617,-0.026418017896242207,0.9630334951969031,0.9612535737521781
1.3631236157981534e-05,0.0001157006606646519,0.13621361426466552,nan,0.00010840325332378553,-0.0035944887561187855,0.9784853937057607,0.9887030353379124
0.0008396496459295173,9.247767037756109e-06,0.19446518043372055,nan,0.0075312653221723536,0.00528861802511732,0.7454300745638663,0.9894227639497654
0.0017627838343859672,1.2766125230632706e-05,0.22818668636938944,nan,-0.0035454107608592356,0.024211056178399692,0.9427235741379768,0.9556130636729339
0.007350783358007833,0.0025812727994804193,0.008976915090747805,nan,0.0026588442188409944,0.0004704793827275608,0.9817887382271164,0.9896494535799937
0.0008529001291433209,0.005173102387836142,0.046388375383591314,nan,0.030937781805928877,0.01797826575736841,0.8864126673057646,0.920895630667579
0.0013920419628244156,8.547566983913341e-05,0.18780405295535474,nan,-0.0010687266338179624,-0.002264122415142178,0.9857503115490939,0.9976280622317558
1.000723966742978e-05,4.746711439244368e-09,0.0092634932906108,nan,1.4288875864749539e-06,0.0007473622106196828,0.9571333724058372,0.9850527557876063
1.612122079830048e-05,0.0009848403063241228,0.14921624759678095,nan,-0.0027499291227090633,0.0023825231369257183,0.9301869845615275,0.9941760545541816
1.6263380832647592e-09,0.0032210686247866795,0.2174555325529356,nan,0.0022987846550838187,-0.00478364432819689,0.9731920156841537,0.9924828446271192
0.003702848628625228,0.0018940297661538671,0.015360838452667348,nan,-0.00020175339052497243,-0.0006561567992912423,0.9981391677572939,0.9868768640141752
0.001152386604108268,5.609897233937476e-07,0.10053319446358294,nan,-0.0005186016457960907,0.0244106638387126,0.9774676743664229,0.9232807707926175
2.9830933286704836e-05,9.787571450231805e-05,0.06663435029855717,nan,-0.00010967818250207095,0.003208741343924487,0.9784944740192018,0.9823519226084153
0.0016963162690569206,1.1829465893078853e-06,0.07550369232667124,nan,0.0009446392504857126,-5.780109726960525e-08,0.9638814404226052,0.999999745675172
